League Name,Season ID,Season Year
Qatar Second Division,2905,20192020
Qatar Second Division,5255,20202021
Qatar Second Division,6695,20212022
Qatar Second Division,8235,20222023
Qatar Second Division,10522,20232024
Qatar Second Division,13439,20242025
England U18 Premier League,813,20172018
England U18 Premier League,814,20152016
England U18 Premier League,815,20142015
England U18 Premier League,816,20132014
England U18 Premier League,838,20162017
England U18 Premier League,1727,20182019
England U18 Premier League,2583,20192020
England U18 Premier League,3959,20122013
England U18 Premier League,3960,20112012
England U18 Premier League,4956,20202021
England U18 Premier League,6350,20212022
England U18 Premier League,8038,20222023
England U18 Premier League,10215,20232024
England U18 Premier League,13092,20242025
France Feminine Division 1,817,20172018
France Feminine Division 1,818,20162017
France Feminine Division 1,819,20152016
France Feminine Division 1,820,20142015
France Feminine Division 1,821,20132014
France Feminine Division 1,1679,20182019
France Feminine Division 1,2430,20192020
France Feminine Division 1,4205,20122013
France Feminine Division 1,4212,20112012
France Feminine Division 1,4219,20092010
France Feminine Division 1,4795,20202021
France Feminine Division 1,6407,20212022
France Feminine Division 1,8088,20222023
France Feminine Division 1,9811,20232024
France Feminine Division 1,12789,20242025
France Championnat National U19,822,20172018
France Championnat National U19,823,20162017
France Championnat National U19,824,20152016
France Championnat National U19,825,20142015
France Championnat National U19,826,20132014
France Championnat National U19,1715,20182019
France Championnat National U19,2468,20192020
France Championnat National U19,4222,20122013
France Championnat National U19,4876,20202021
France Championnat National U19,6485,20212022
France Championnat National U19,7992,20222023
France Championnat National U19,10046,20232024
France Championnat National U19,12940,20242025
Germany Frauen Bundesliga,827,20172018
Germany Frauen Bundesliga,828,20162017
Germany Frauen Bundesliga,829,20152016
Germany Frauen Bundesliga,830,20142015
Germany Frauen Bundesliga,831,20132014
Germany Frauen Bundesliga,1577,20182019
Germany Frauen Bundesliga,2459,20192020
Germany Frauen Bundesliga,4204,20122013
Germany Frauen Bundesliga,4211,20112012
Germany Frauen Bundesliga,4218,20102011
Germany Frauen Bundesliga,4221,20092010
Germany Frauen Bundesliga,4834,20202021
Germany Frauen Bundesliga,6093,20212022
Germany Frauen Bundesliga,7961,20222023
Germany Frauen Bundesliga,9979,20232024
Germany Frauen Bundesliga,12934,20242025
Germany 2. Frauen Bundesliga,832,20172018
Germany 2. Frauen Bundesliga,833,20162017
Germany 2. Frauen Bundesliga,834,20152016
Germany 2. Frauen Bundesliga,835,20142015
Germany 2. Frauen Bundesliga,836,20132014
Germany 2. Frauen Bundesliga,1580,20182019
Germany 2. Frauen Bundesliga,2464,20192020
Germany 2. Frauen Bundesliga,4835,20202021
Germany 2. Frauen Bundesliga,6478,20212022
Germany 2. Frauen Bundesliga,7769,20222023
Germany 2. Frauen Bundesliga,9882,20232024
Germany 2. Frauen Bundesliga,12848,20242025
Ecuador Primera Categoría Serie A,843,2017
Ecuador Primera Categoría Serie A,844,2016
Ecuador Primera Categoría Serie A,845,2015
Ecuador Primera Categoría Serie A,846,2014
Ecuador Primera Categoría Serie A,847,2013
Ecuador Primera Categoría Serie A,1093,2018
Ecuador Primera Categoría Serie A,1872,2019
Ecuador Primera Categoría Serie A,3553,2020
Ecuador Primera Categoría Serie A,5580,2021
Ecuador Primera Categoría Serie A,7038,2022
Ecuador Primera Categoría Serie A,8934,2023
Ecuador Primera Categoría Serie A,11157,2024
Ecuador Primera Categoría Serie B,848,2017
Ecuador Primera Categoría Serie B,849,2016
Ecuador Primera Categoría Serie B,850,2014
Ecuador Primera Categoría Serie B,851,2015
Ecuador Primera Categoría Serie B,852,2013
Ecuador Primera Categoría Serie B,1094,2018
Ecuador Primera Categoría Serie B,1873,2019
Ecuador Primera Categoría Serie B,4623,2020
Ecuador Primera Categoría Serie B,5723,2021
Ecuador Primera Categoría Serie B,7261,2022
Ecuador Primera Categoría Serie B,9084,2023
Ecuador Primera Categoría Serie B,11329,2024
Uruguay Primera División,853,2017
Uruguay Primera División,854,2016
Uruguay Primera División,855,20152016
Uruguay Primera División,856,20142015
Uruguay Primera División,857,20132014
Uruguay Primera División,1095,2018
Uruguay Primera División,1905,2019
Uruguay Primera División,3789,2020
Uruguay Primera División,5809,2021
Uruguay Primera División,7067,2022
Uruguay Primera División,8937,2023
Uruguay Primera División,11209,2024
Uruguay Segunda División,858,2017
Uruguay Segunda División,859,2016
Uruguay Segunda División,860,20152016
Uruguay Segunda División,861,20142015
Uruguay Segunda División,862,20132014
Uruguay Segunda División,1096,2018
Uruguay Segunda División,1949,2019
Uruguay Segunda División,4651,2020
Uruguay Segunda División,5908,2021
Uruguay Segunda División,7173,2022
Uruguay Segunda División,9288,2023
Uruguay Segunda División,11491,2024
Uruguay Segunda B Nacional,863,2017
Uruguay Segunda B Nacional,864,20142015
Uruguay Segunda B Nacional,865,20132014
Uruguay Segunda B Nacional,1398,2018
Uruguay Segunda B Nacional,2151,2019
UAE Arabian Gulf League,866,20172018
UAE Arabian Gulf League,867,20162017
UAE Arabian Gulf League,868,20132014
UAE Arabian Gulf League,882,20152016
UAE Arabian Gulf League,883,20142015
UAE Arabian Gulf League,1616,20182019
UAE Arabian Gulf League,2260,20192020
UAE Arabian Gulf League,4831,20202021
UAE Arabian Gulf League,6042,20212022
UAE Arabian Gulf League,7865,20222023
UAE Arabian Gulf League,9578,20232024
UAE Arabian Gulf League,12584,20242025
UAE Division One,869,20152016
UAE Division One,870,20142015
UAE Division One,871,20132014
UAE Division One,884,20172018
UAE Division One,885,20162017
UAE Division One,1822,20182019
UAE Division One,2975,20192020
UAE Division One,5205,20202021
UAE Division One,6728,20212022
UAE Division One,8237,20222023
UAE Division One,10507,20232024
UAE Division One,13064,20242025
Tanzania Ligi kuu Bara,872,20172018
Tanzania Ligi kuu Bara,873,20162017
Tanzania Ligi kuu Bara,874,20152016
Tanzania Ligi kuu Bara,875,20142015
Tanzania Ligi kuu Bara,876,20132014
Tanzania Ligi kuu Bara,1781,20182019
Tanzania Ligi kuu Bara,2723,20192020
Tanzania Ligi kuu Bara,4905,20202021
Tanzania Ligi kuu Bara,6795,20212022
Tanzania Ligi kuu Bara,8092,20222023
Tanzania Ligi kuu Bara,10294,20232024
Tanzania Ligi kuu Bara,13245,20242025
Sweden U21 League,877,2017
Sweden U21 League,878,2015
Sweden U21 League,879,2014
Sweden U21 League,886,2016
Sweden U21 League,887,2013
Sweden U21 League,1111,2018
Sweden U21 League,2075,2019
Sweden U21 League,3842,2020
Sweden U21 League,5630,2021
Sweden U21 League,7150,2022
Sweden U21 League,8943,2023
Sweden U21 League,11238,2024
Spain Segunda División B,880,20142015
Spain Segunda División B,881,20132014
Spain Segunda División B,888,20172018
Spain Segunda División B,889,20162017
Spain Segunda División B,890,20152016
Spain Segunda División B,1721,20182019
Spain Segunda División B,2744,20192020
Spain Segunda División B,4230,20122013
Spain Segunda División B,4248,20112012
Spain Segunda División B,4274,20102011
Spain Segunda División B,4282,20092010
Spain Segunda División B,6213,20212022
Spain Segunda División B,8146,20222023
Spain División de Honor Juvenil,891,20172018
Spain División de Honor Juvenil,892,20162017
Spain División de Honor Juvenil,893,20152016
Spain División de Honor Juvenil,894,20132014
Spain División de Honor Juvenil,896,20142015
Spain División de Honor Juvenil,1722,20182019
Spain División de Honor Juvenil,2698,20192020
Spain División de Honor Juvenil,5199,20202021
Spain División de Honor Juvenil,6619,20212022
Portugal Campeonato de Portugal Prio,895,20172018
Portugal Campeonato de Portugal Prio,897,20152016
Portugal Campeonato de Portugal Prio,898,20162017
Portugal Campeonato de Portugal Prio,899,20142015
Portugal Campeonato de Portugal Prio,900,20132014
Portugal Campeonato de Portugal Prio,1720,20182019
Portugal Campeonato de Portugal Prio,2675,20192020
New Zealand Premiership,901,20172018
New Zealand Premiership,902,20162017
New Zealand Premiership,903,20152016
New Zealand Premiership,904,20142015
New Zealand Premiership,905,20132014
New Zealand Premiership,1794,20182019
New Zealand Premiership,2970,20192020
New Zealand Premiership,5222,20202021
New Zealand Regional Leagues,906,2017
New Zealand Regional Leagues,907,2016
New Zealand Regional Leagues,1523,2018
New Zealand Regional Leagues,1921,2019
New Zealand Regional Leagues,4434,2020
New Zealand Regional Leagues,5744,2021
New Zealand Regional Leagues,7599,2022
New Zealand Regional Leagues,9062,2023
New Zealand Regional Leagues,11334,2024
Kenya National Super League,908,2017
Kenya National Super League,1209,2018
Kenya National Super League,1836,20182019
Kenya National Super League,3855,20192020
Kenya National Super League,5362,20202021
Kenya National Super League,6717,20212022
Kenya National Super League,8614,20222023
Kenya National Super League,10472,20232024
Kenya National Super League,13198,20242025
Kenya Kenyan Premier League,909,2017
Kenya Kenyan Premier League,910,2016
Kenya Kenyan Premier League,911,2015
Kenya Kenyan Premier League,912,2014
Kenya Kenyan Premier League,998,2018
Kenya Kenyan Premier League,1835,20182019
Kenya Kenyan Premier League,2284,20192020
Kenya Kenyan Premier League,5237,20202021
Kenya Kenyan Premier League,6687,20212022
Kenya Kenyan Premier League,8472,20222023
Kenya Kenyan Premier League,10166,20232024
Kenya Kenyan Premier League,13115,20242025
Japan Nadeshiko League 1,913,2017
Japan Nadeshiko League 1,914,2016
Japan Nadeshiko League 1,915,2015
Japan Nadeshiko League 1,925,2014
Japan Nadeshiko League 1,926,2013
Japan Nadeshiko League 1,1074,2018
Japan Nadeshiko League 1,1866,2019
Japan Nadeshiko League 1,3804,2020
Japan Nadeshiko League 1,5740,2021
Japan Nadeshiko League 1,7130,2022
Japan Nadeshiko League 1,9006,2023
Japan Nadeshiko League 1,11220,2024
Saudi Arabia Professional League,916,20172018
Saudi Arabia Professional League,917,20162017
Saudi Arabia Professional League,918,20152016
Saudi Arabia Professional League,919,20142015
Saudi Arabia Professional League,927,20132014
Saudi Arabia Professional League,1599,20182019
Saudi Arabia Professional League,2518,20192020
Saudi Arabia Professional League,5193,20202021
Saudi Arabia Professional League,6212,20212022
Saudi Arabia Professional League,8089,20222023
Saudi Arabia Professional League,9883,20232024
Saudi Arabia Professional League,12772,20242025
Saudi Arabia First Division,920,20152016
Saudi Arabia First Division,921,20142015
Saudi Arabia First Division,928,20172018
Saudi Arabia First Division,929,20162017
Saudi Arabia First Division,930,20132014
Saudi Arabia First Division,1719,20182019
Saudi Arabia First Division,2673,20192020
Saudi Arabia First Division,5195,20202021
Saudi Arabia First Division,8074,20222023
Saudi Arabia First Division,9888,20232024
Saudi Arabia First Division,12496,20242025
Saudi Arabia First Division,13862,20212022
Saudi Arabia Second Division,922,20162017
Saudi Arabia Second Division,923,20142015
Saudi Arabia Second Division,924,20132014
Saudi Arabia Second Division,931,20172018
Saudi Arabia Second Division,932,20152016
Saudi Arabia Second Division,1821,20182019
Saudi Arabia Second Division,2906,20192020
Saudi Arabia Second Division,5196,20202021
Saudi Arabia Second Division,6723,20212022
Saudi Arabia Second Division,8306,20222023
Saudi Arabia Second Division,10502,20232024
Saudi Arabia Second Division,13675,20242025
Greece Football League,935,20172018
Greece Football League,936,20162017
Greece Football League,937,20152016
Greece Football League,938,20142015
Greece Football League,939,20132014
Greece Football League,1800,20182019
Greece Football League,2893,20192020
Greece Football League,5280,20202021
Greece Gamma Ethniki,940,20172018
Greece Gamma Ethniki,941,20152016
Greece Gamma Ethniki,942,20162017
Greece Gamma Ethniki,948,20142015
Greece Gamma Ethniki,949,20132014
Greece Gamma Ethniki,1792,20182019
Gibraltar Premier Division,943,20172018
Gibraltar Premier Division,944,20162017
Gibraltar Premier Division,945,20152016
Gibraltar Premier Division,946,20142015
Gibraltar Premier Division,947,20132014
Gibraltar Premier Division,1730,20182019
Gibraltar Premier Division,2665,20192020
Gibraltar Premier Division,5218,20202021
Gibraltar Premier Division,6280,20212022
Gibraltar Premier Division,7841,20222023
Gibraltar Premier Division,10251,20232024
Gibraltar Premier Division,13271,20242025
Argentina Campeonato de Fútbol Femenino,950,20172018
Argentina Campeonato de Fútbol Femenino,951,20162017
Argentina Campeonato de Fútbol Femenino,952,2016
Argentina Campeonato de Fútbol Femenino,953,2015
Argentina Campeonato de Fútbol Femenino,1791,20182019
Argentina Campeonato de Fútbol Femenino,2892,20192020
Argentina Campeonato de Fútbol Femenino,5351,20202021
Argentina Campeonato de Fútbol Femenino,5774,2021
Argentina Campeonato de Fútbol Femenino,7183,2022
Argentina Campeonato de Fútbol Femenino,9147,2023
Argentina Campeonato de Fútbol Femenino,11278,2024
Argentina Primera C,954,20172018
Argentina Primera C,955,2016
Argentina Primera C,956,2015
Argentina Primera C,957,2014
Argentina Primera C,961,20162017
Argentina Primera C,1746,20182019
Argentina Primera C,2448,20192020
Argentina Primera C,5585,2021
Argentina Primera C,7076,2022
Argentina Primera C,8844,2023
Argentina Primera C,11045,2024
Argentina Primera D,958,20172018
Argentina Primera D,959,20162017
Argentina Primera D,960,2016
Argentina Primera D,962,2015
Argentina Primera D,963,2014
Argentina Primera D,1768,20182019
Argentina Primera D,2788,20192020
Argentina Primera D,5922,2021
Argentina Primera D,7352,2022
Argentina Primera D,9003,2023
Europe UEFA Europa League,964,20172018
Europe UEFA Europa League,1535,20182019
Europe UEFA Europa League,1700,20162017
Europe UEFA Europa League,1805,20142015
Europe UEFA Europa League,1806,20132014
Europe UEFA Europa League,2203,20192020
Europe UEFA Europa League,4058,20092010
Europe UEFA Europa League,4060,20122013
Europe UEFA Europa League,4070,20112012
Europe UEFA Europa League,4104,20102011
Europe UEFA Europa League,4693,20202021
Europe UEFA Europa League,6218,20212022
Europe UEFA Europa League,6731,20152016
Europe UEFA Europa League,7985,20222023
Europe UEFA Europa League,10210,20232024
Europe UEFA Europa League,12327,20242025
India Indian Super League,967,20172018
India Indian Super League,973,2016
India Indian Super League,974,2015
India Indian Super League,975,2014
India Indian Super League,1778,20182019
India Indian Super League,2844,20192020
India Indian Super League,5284,20202021
India Indian Super League,6659,20212022
India Indian Super League,8342,20222023
India Indian Super League,10625,20232024
India Indian Super League,13386,20242025
India I-League,968,20172018
India I-League,976,2017
India I-League,977,20152016
India I-League,978,20142015
India I-League,979,20132014
India I-League,1801,20182019
India I-League,3092,20192020
India I-League,5369,20202021
India I-League,7046,20212022
India I-League,8590,20222023
India I-League,10753,20232024
India I-League,13714,20242025
Argentina Torneo Federal A,969,20172018
Argentina Torneo Federal A,970,20162017
Argentina Torneo Federal A,971,2016
Argentina Torneo Federal A,972,2015
Argentina Torneo Federal A,1774,20182019
Argentina Torneo Federal A,2731,20192020
Argentina Torneo Federal A,7893,2022
Argentina Torneo Federal A,7894,2021
Argentina Torneo Federal A,9046,2023
Argentina Torneo Federal A,11371,2024
Australia National Premier Leagues,980,2018
Australia National Premier Leagues,981,2017
Australia National Premier Leagues,982,2016
Australia National Premier Leagues,983,2015
Australia National Premier Leagues,984,2014
England Premier League 2 Division One U23,1009,20172018
England Premier League 2 Division One U23,1010,20162017
England Premier League 2 Division One U23,1676,20182019
England Premier League 2 Division One U23,2587,20192020
England Premier League 2 Division One U23,4942,20202021
England Premier League 2 Division One U23,6353,20212022
England Premier League 2 Division One U23,8029,20222023
England Premier League 2 Division One U23,10216,20232024
England Premier League 2 Division One U23,13081,20242025
England Premier League 2 Division Two U23,1011,20172018
England Premier League 2 Division Two U23,1022,20162017
England Premier League 2 Division Two U23,1678,20182019
England Premier League 2 Division Two U23,2586,20192020
England Premier League 2 Division Two U23,4943,20202021
England Premier League 2 Division Two U23,6354,20212022
England Premier League 2 Division Two U23,8028,20222023
England Professional Development League,1023,20172018
England Professional Development League,1024,20162017
England Professional Development League,1025,20152016
England Professional Development League,1026,20142015
England Professional Development League,1027,20132014
England Professional Development League,1728,20182019
England Professional Development League,2616,20192020
England Professional Development League,4955,20202021
England Professional Development League,6635,20212022
England Professional Development League,8101,20222023
England Professional Development League,10249,20232024
England Professional Development League,12851,20242025
England FA Cup,1033,20172018
England FA Cup,1034,20162017
England FA Cup,1035,20152016
England FA Cup,1036,20142015
England FA Cup,1037,20132014
England FA Cup,1674,20182019
England FA Cup,2414,20192020
England FA Cup,3912,20122013
England FA Cup,3917,20112012
England FA Cup,3923,20102011
England FA Cup,4803,20202021
England FA Cup,6068,20212022
England FA Cup,7836,20222023
England FA Cup,9759,20232024
England FA Cup,13698,20242025
Italy Coppa Italia,1038,20172018
Italy Coppa Italia,1039,20162017
Italy Coppa Italia,1040,20152016
Italy Coppa Italia,1041,20142015
Italy Coppa Italia,1042,20132014
Italy Coppa Italia,1659,20182019
Italy Coppa Italia,2593,20192020
Italy Coppa Italia,4121,20122013
Italy Coppa Italia,4122,20112012
Italy Coppa Italia,4128,20102011
Italy Coppa Italia,4130,20092010
Italy Coppa Italia,5043,20202021
Italy Coppa Italia,6194,20212022
Italy Coppa Italia,8596,20222023
Italy Coppa Italia,10107,20232024
Italy Coppa Italia,12579,20242025
Spain Copa del Rey,1043,20172018
Spain Copa del Rey,1044,20162017
Spain Copa del Rey,1045,20152016
Spain Copa del Rey,1046,20142015
Spain Copa del Rey,1052,20132014
Spain Copa del Rey,1732,20182019
Spain Copa del Rey,3077,20192020
Spain Copa del Rey,3641,20092010
Spain Copa del Rey,5334,20202021
Spain Copa del Rey,6790,20212022
Spain Copa del Rey,8457,20222023
Spain Copa del Rey,10736,20232024
Spain Copa del Rey,13624,20242025
England League Cup,1047,20172018
England League Cup,1048,20162017
England League Cup,1049,20152016
England League Cup,1050,20142015
England League Cup,1051,20132014
England League Cup,1675,20182019
England League Cup,2215,20192020
England League Cup,4076,20122013
England League Cup,4080,20112012
England League Cup,4091,20102011
England League Cup,4094,20092010
England League Cup,4780,20202021
England League Cup,7470,20212022
England League Cup,7579,20222023
England League Cup,9574,20232024
England League Cup,12473,20242025
Honduras Liga Nacional de Fútbol Profesional de Honduras,1054,20172018
Honduras Liga Nacional de Fútbol Profesional de Honduras,1055,20162017
Honduras Liga Nacional de Fútbol Profesional de Honduras,1056,20152016
Honduras Liga Nacional de Fútbol Profesional de Honduras,1057,20142015
Honduras Liga Nacional de Fútbol Profesional de Honduras,1058,20132014
Honduras Liga Nacional de Fútbol Profesional de Honduras,1634,20182019
Honduras Liga Nacional de Fútbol Profesional de Honduras,2470,20192020
Honduras Liga Nacional de Fútbol Profesional de Honduras,5058,20202021
Honduras Liga Nacional de Fútbol Profesional de Honduras,6184,20212022
Honduras Liga Nacional de Fútbol Profesional de Honduras,7816,20222023
Honduras Liga Nacional de Fútbol Profesional de Honduras,9885,20232024
Honduras Liga Nacional de Fútbol Profesional de Honduras,12650,20242025
Guatemala Liga Nacional de Fútbol de Guatemala,1059,20172018
Guatemala Liga Nacional de Fútbol de Guatemala,1060,20162017
Guatemala Liga Nacional de Fútbol de Guatemala,1061,20152016
Guatemala Liga Nacional de Fútbol de Guatemala,1062,20142015
Guatemala Liga Nacional de Fútbol de Guatemala,1063,20132014
Guatemala Liga Nacional de Fútbol de Guatemala,1637,20182019
Guatemala Liga Nacional de Fútbol de Guatemala,2314,20192020
Guatemala Liga Nacional de Fútbol de Guatemala,5056,20202021
Guatemala Liga Nacional de Fútbol de Guatemala,5968,20212022
Guatemala Liga Nacional de Fútbol de Guatemala,7525,20222023
Guatemala Liga Nacional de Fútbol de Guatemala,9549,20232024
Guatemala Liga Nacional de Fútbol de Guatemala,12118,20242025
Guatemala Primera División de Ascenso,1064,20172018
Guatemala Primera División de Ascenso,1065,20162017
Guatemala Primera División de Ascenso,1066,20152016
Guatemala Primera División de Ascenso,1067,20142015
Guatemala Primera División de Ascenso,1068,20132014
Guatemala Primera División de Ascenso,1635,20182019
Guatemala Primera División de Ascenso,2421,20192020
Guatemala Primera División de Ascenso,5186,20202021
Guatemala Primera División de Ascenso,6281,20212022
Guatemala Primera División de Ascenso,7538,20222023
Guatemala Primera División de Ascenso,9571,20232024
Guatemala Primera División de Ascenso,12860,20242025
Georgia Erovnuli Liga,1077,20152016
Georgia Erovnuli Liga,1078,2018
Georgia Erovnuli Liga,1079,2017
Georgia Erovnuli Liga,1080,2016
Georgia Erovnuli Liga,1831,2019
Georgia Erovnuli Liga,3680,2020
Georgia Erovnuli Liga,5481,2021
Georgia Erovnuli Liga,7029,2022
Georgia Erovnuli Liga,8989,2023
Georgia Erovnuli Liga,11233,2024
Mexico Liga Premier de México,1081,20172018
Mexico Liga Premier de México,1082,20162017
Mexico Liga Premier de México,1083,20152016
Mexico Liga Premier de México,1084,20142015
Mexico Liga Premier de México,1085,20132014
Romania Liga I,1086,20172018
Romania Liga I,1087,20162017
Romania Liga I,1088,20152016
Romania Liga I,1089,20142015
Romania Liga I,1090,20132014
Romania Liga I,1596,20182019
Romania Liga I,2312,20192020
Romania Liga I,4764,20202021
Romania Liga I,6037,20212022
Romania Liga I,7663,20222023
Romania Liga I,9622,20232024
Romania Liga I,12495,20242025
Romania Liga II,1091,20172018
Romania Liga II,1092,20162017
Romania Liga II,1097,20152016
Romania Liga II,1098,20142015
Romania Liga II,1632,20182019
Romania Liga II,2463,20192020
Romania Liga II,4815,20202021
Romania Liga II,6156,20212022
Romania Liga II,7910,20222023
Romania Liga II,9923,20232024
Romania Liga II,12782,20242025
Paraguay Division Profesional,1099,2018
Paraguay Division Profesional,1100,2017
Paraguay Division Profesional,1101,2016
Paraguay Division Profesional,1104,2015
Paraguay Division Profesional,1105,2014
Paraguay Division Profesional,1843,2019
Paraguay Division Profesional,3643,2020
Paraguay Division Profesional,5503,2021
Paraguay Division Profesional,6960,2022
Paraguay Division Profesional,8783,2023
Paraguay Division Profesional,11141,2024
Paraguay Division Profesional,13927,2025
Paraguay Division Intermedia,1106,2018
Paraguay Division Intermedia,1107,2017
Paraguay Division Intermedia,1108,2016
Paraguay Division Intermedia,1109,2015
Paraguay Division Intermedia,1110,2014
Paraguay Division Intermedia,1880,2019
Paraguay Division Intermedia,4883,2020
Paraguay Division Intermedia,5761,2021
Paraguay Division Intermedia,6963,2022
Paraguay Division Intermedia,8774,2023
Paraguay Division Intermedia,11314,2024
Paraguay Division Intermedia,13922,2025
Montenegro Montenegrin First League,1130,20162017
Montenegro Montenegrin First League,1131,20172018
Montenegro Montenegrin First League,1132,20152016
Montenegro Montenegrin First League,1133,20142015
Montenegro Montenegrin First League,1134,20132014
Montenegro Montenegrin First League,1633,20182019
Montenegro Montenegrin First League,2271,20192020
Montenegro Montenegrin First League,4773,20202021
Montenegro Montenegrin First League,5971,20212022
Montenegro Montenegrin First League,7473,20222023
Montenegro Montenegrin First League,9602,20232024
Montenegro Montenegrin First League,12821,20242025
Germany Regionalliga,1135,20172018
Germany Regionalliga,1136,20162017
Germany Regionalliga,1137,20152016
Germany Regionalliga,1138,20142015
Germany Regionalliga,1151,20132014
Germany Regionalliga,1565,20182019
Germany Regionalliga,2280,20192020
Germany Regionalliga,4233,20122013
Germany Regionalliga,4692,20202021
Kazakhstan Kazakhstan Premier League,1140,2017
Kazakhstan Kazakhstan Premier League,1141,2016
Kazakhstan Kazakhstan Premier League,1142,2015
Kazakhstan Kazakhstan Premier League,1143,2014
Kazakhstan Kazakhstan Premier League,1896,2019
Kazakhstan Kazakhstan Premier League,1988,2018
Kazakhstan Kazakhstan Premier League,3688,2020
Kazakhstan Kazakhstan Premier League,5617,2021
Kazakhstan Kazakhstan Premier League,7128,2022
Kazakhstan Kazakhstan Premier League,8953,2023
Kazakhstan Kazakhstan Premier League,11279,2024
Kazakhstan First Division,1144,2018
Kazakhstan First Division,1145,2017
Kazakhstan First Division,1146,2016
Kazakhstan First Division,1147,2015
Kazakhstan First Division,1148,2014
Kazakhstan First Division,1955,2019
Kazakhstan First Division,5141,2020
Kazakhstan First Division,5750,2021
Kazakhstan First Division,7280,2022
Kazakhstan First Division,9122,2023
Kazakhstan First Division,11420,2024
Faroe Islands Faroe Islands Premier League,1152,2018
Faroe Islands Faroe Islands Premier League,1153,2017
Faroe Islands Faroe Islands Premier League,1154,2016
Faroe Islands Faroe Islands Premier League,1155,2015
Faroe Islands Faroe Islands Premier League,1165,2014
Faroe Islands Faroe Islands Premier League,1906,2019
Faroe Islands Faroe Islands Premier League,4385,2020
Faroe Islands Faroe Islands Premier League,5519,2021
Faroe Islands Faroe Islands Premier League,7117,2022
Faroe Islands Faroe Islands Premier League,8855,2023
Faroe Islands Faroe Islands Premier League,11160,2024
Faroe Islands 1. Deild,1157,2018
Faroe Islands 1. Deild,1158,2017
Faroe Islands 1. Deild,1159,2016
Faroe Islands 1. Deild,1160,2015
Faroe Islands 1. Deild,1161,2014
Faroe Islands 1. Deild,1907,2019
Faroe Islands 1. Deild,4387,2020
Faroe Islands 1. Deild,5593,2021
Faroe Islands 1. Deild,7102,2022
Faroe Islands 1. Deild,8857,2023
Faroe Islands 1. Deild,11236,2024
Faroe Islands 2. Deild,1162,2018
Faroe Islands 2. Deild,1163,2017
Faroe Islands 2. Deild,1164,2016
Faroe Islands 2. Deild,1166,2015
Faroe Islands 2. Deild,1167,2014
Faroe Islands 2. Deild,1908,2019
Faroe Islands 2. Deild,4767,2020
Faroe Islands 2. Deild,5596,2021
Faroe Islands 2. Deild,7104,2022
Faroe Islands 2. Deild,8991,2023
Faroe Islands 2. Deild,11117,2024
FYR Macedonia First Football League,1168,20172018
FYR Macedonia First Football League,1173,20162017
FYR Macedonia First Football League,1174,20152016
FYR Macedonia First Football League,1175,20142015
FYR Macedonia First Football League,1176,20132014
FYR Macedonia First Football League,1714,20182019
FYR Macedonia First Football League,2585,20192020
FYR Macedonia First Football League,4594,20202021
FYR Macedonia First Football League,6219,20212022
FYR Macedonia First Football League,8498,20222023
FYR Macedonia First Football League,10253,20232024
FYR Macedonia First Football League,13053,20242025
Japan J-League Cup,1169,2018
Japan J-League Cup,1170,2017
Japan J-League Cup,1877,2019
Japan J-League Cup,3752,2020
Japan J-League Cup,5509,2021
Japan J-League Cup,7047,2022
Japan J-League Cup,8929,2023
Japan J-League Cup,11130,2024
Japan J-League Cup,13995,2025
Sweden U19 League,1177,2018
Sweden U19 League,1184,2017
Sweden U19 League,1185,2016
Sweden U19 League,1186,2015
Sweden U19 League,1187,2014
Sweden U19 League,1924,2019
Sweden U19 League,3835,2020
Sweden U19 League,5507,2021
Sweden U19 League,7158,2022
Sweden U19 League,8979,2023
Sweden U19 League,11268,2024
FYR Macedonia Second Football League,1179,20172018
FYR Macedonia Second Football League,1180,20162017
FYR Macedonia Second Football League,1181,20152016
FYR Macedonia Second Football League,1182,20142015
FYR Macedonia Second Football League,1183,20132014
FYR Macedonia Second Football League,1729,20182019
FYR Macedonia Second Football League,2664,20192020
FYR Macedonia Second Football League,4770,20202021
FYR Macedonia Second Football League,6462,20212022
FYR Macedonia Second Football League,8574,20222023
FYR Macedonia Second Football League,10380,20232024
FYR Macedonia Second Football League,13184,20242025
South America Copa Libertadores,1188,2018
South America Copa Libertadores,1189,2017
South America Copa Libertadores,1190,2016
South America Copa Libertadores,1904,2019
South America Copa Libertadores,3852,2020
South America Copa Libertadores,5640,2021
South America Copa Libertadores,6957,2022
South America Copa Libertadores,8781,2023
South America Copa Libertadores,10971,2024
South America Copa Libertadores,13974,2025
Kosovo Superleague of Kosovo,1193,20172018
Kosovo Superleague of Kosovo,1194,20162017
Kosovo Superleague of Kosovo,1195,20152016
Kosovo Superleague of Kosovo,1196,20142015
Kosovo Superleague of Kosovo,1197,20132014
Kosovo Superleague of Kosovo,3856,20192020
Kosovo Superleague of Kosovo,3859,20182019
Kosovo Superleague of Kosovo,4884,20202021
Kosovo Superleague of Kosovo,6095,20212022
Kosovo Superleague of Kosovo,7924,20222023
Kosovo Superleague of Kosovo,10126,20232024
Kosovo Superleague of Kosovo,12842,20242025
Latvia 1. Liga,1212,2018
Latvia 1. Liga,1213,2017
Latvia 1. Liga,1214,2016
Latvia 1. Liga,1215,2015
Latvia 1. Liga,1216,2014
Latvia 1. Liga,1943,2019
Latvia 1. Liga,4582,2020
Latvia 1. Liga,6029,2021
Latvia 1. Liga,7286,2022
Latvia 1. Liga,9136,2023
